State_Name,year,month,day,statefips,freq,Date,DeltaNewCases,DeltaNewDeaths,Week_Count,Restricted,Restricted_2_weeks,Restrictions_longer_3weeks,Restricted_indoor_dining,dataobsID
Alabama,2020,9,20,1,d,9/20/2020,-0.121359223,-0.243975904,1,0,0,0,0,9201
Alaska,2020,9,20,2,d,9/20/2020,0,-0.800204918,1,0,0,0,0,9202
Arizona,2020,9,20,4,d,9/20/2020,0.35,-0.159891599,1,0,0,0,0,9204
Arkansas,2020,9,20,5,d,9/20/2020,0.0875,0.817658349,1,0,0,0,0,9205
California,2020,9,20,6,d,9/20/2020,-0.268032787,-0.199300699,1,0,0,0,0,9206
Colorado,2020,9,20,8,d,9/20/2020,0.708015267,-0.171658986,1,0,0,0,0,9208
Connecticut,2020,9,20,9,d,9/20/2020,0.378223496,3.008333333,1,0,0,0,0,9209
Delaware,2020,9,20,10,d,9/20/2020,0.019417476,0.198910082,1,0,0,0,0,92010
Florida,2020,9,20,12,d,9/20/2020,-0.206060606,-0.057613169,1,0,0,0,0,92012
Georgia,2020,9,20,13,d,9/20/2020,-0.181818182,-0.378521127,1,0,0,0,0,92013
Hawaii,2020,9,20,15,d,9/20/2020,-0.520915033,-0.045045045,1,0,0,0,0,92015
Idaho,2020,9,20,16,d,9/20/2020,0.031055901,0,1,0,0,0,0,92016
Illinois,2020,9,20,17,d,9/20/2020,-0.209677419,-0.142857143,1,0,0,0,0,92017
Indiana,2020,9,20,18,d,9/20/2020,-0.129496403,-0.070967742,1,0,0,0,0,92018
Iowa,2020,9,20,19,d,9/20/2020,0.023622047,-0.167346939,1,0,0,0,0,92019
Kansas,2020,9,20,20,d,9/20/2020,-0.02955665,0.845679012,1,0,0,0,0,92020
Kentucky,2020,9,20,21,d,9/20/2020,-0.197916667,-0.5390625,1,0,0,0,0,92021
Louisiana,2020,9,20,22,d,9/20/2020,-0.25625,-0.190763052,1,0,0,0,0,92022
Maine,2020,9,20,23,d,9/20/2020,0.270718232,0.497652582,1,0,0,0,0,92023
Maryland,2020,9,20,24,d,9/20/2020,-0.051485149,-0.127027027,1,0,0,0,0,92024
Massachusetts,2020,9,20,25,d,9/20/2020,0.110453649,0.310126582,1,0,0,0,0,92025
Michigan,2020,9,20,26,d,9/20/2020,0.077151335,0,1,0,0,0,0,92026
Minnesota,2020,9,20,27,d,9/20/2020,0.058394161,0.054054054,1,0,0,0,0,92027
Mississippi,2020,9,20,28,d,9/20/2020,-0.168316832,-0.209912536,1,0,0,0,0,92028
Missouri,2020,9,20,29,d,9/20/2020,0.061403509,-0.321799308,1,0,0,0,0,92029
Montana,2020,9,20,30,d,9/20/2020,0.376,0.614942529,1,0,0,0,0,92030
Nebraska,2020,9,20,31,d,9/20/2020,0.573529412,-0.467567568,1,0,0,0,0,92031
Nevada,2020,9,20,32,d,9/20/2020,-0.173228346,-0.123486683,1,0,0,0,0,92032
New Hampshire,2020,9,20,33,d,9/20/2020,0.300492611,1,1,0,0,0,0,92033
New Jersey,2020,9,20,34,d,9/20/2020,0.276649746,-0.307416268,1,0,0,0,0,92034
New Mexico,2020,9,20,35,d,9/20/2020,-0.007130125,-0.213333333,1,0,0,0,0,92035
New York,2020,9,20,36,d,9/20/2020,0.027777778,0.117333333,1,0,0,0,0,92036
North Carolina,2020,9,20,37,d,9/20/2020,-0.186206897,-0.044280443,1,0,0,0,0,92037
North Dakota,2020,9,20,38,d,9/20/2020,0.232044199,0.717557252,1,0,0,0,0,92038
Ohio,2020,9,20,39,d,9/20/2020,-0.164356436,0.525,1,0,0,0,0,92039
Oklahoma,2020,9,20,40,d,9/20/2020,0.331683168,-0.241025641,1,0,0,0,0,92040
Oregon,2020,9,20,41,d,9/20/2020,-0.017821782,-0.048744461,1,0,0,0,0,92041
Pennsylvania,2020,9,20,42,d,9/20/2020,0.091757387,0.41509434,1,0,0,0,0,92042
Rhode Island,2020,9,20,44,d,9/20/2020,0.276821192,0.892561983,1,0,0,0,0,92044
South Carolina,2020,9,20,45,d,9/20/2020,-0.119565217,-0.240890688,1,0,0,0,0,92045
South Dakota,2020,9,20,46,d,9/20/2020,0.148788927,2.003095975,1,0,0,0,0,92046
Tennessee,2020,9,20,47,d,9/20/2020,0,0.176706827,1,0,0,0,0,92047
Texas,2020,9,20,48,d,9/20/2020,0.126760563,-0.248366013,1,0,0,0,0,92048
Utah,2020,9,20,49,d,9/20/2020,1.096,-0.600299401,1,0,0,0,0,92049
Virginia,2020,9,20,51,d,9/20/2020,-0.066666667,1.675824176,1,0,0,0,0,92051
Washington,2020,9,20,53,d,9/20/2020,-0.078817734,0,1,0,0,0,0,92053
West Virginia,2020,9,20,54,d,9/20/2020,0.038461538,0.33460076,1,0,0,0,0,92054
Wisconsin,2020,9,20,55,d,9/20/2020,1.066666667,-0.308181818,1,0,0,0,0,92055
Wyoming,2020,9,20,56,d,9/20/2020,1.485659656,0.406504065,1,0,0,0,0,92056
Alabama,2020,9,27,1,d,9/27/2020,0.138297872,-0.136986301,2,0,0,0,0,9271
Alaska,2020,9,27,2,d,9/27/2020,0.230769231,3.987212276,2,0,0,0,0,9272
Arizona,2020,9,27,4,d,9/27/2020,0.17472119,0.419191919,2,0,0,0,0,9274
Arkansas,2020,9,27,5,d,9/27/2020,0.285714286,0.458737864,2,0,0,0,0,9275
California,2020,9,27,6,d,9/27/2020,0.020310633,-0.101265823,2,0,0,0,0,9276
Colorado,2020,9,27,8,d,9/27/2020,1.1,0.786743516,2,0,0,0,0,9278
Connecticut,2020,9,27,9,d,9/27/2020,0.103896104,-0.249480249,2,0,0,0,0,9279
Delaware,2020,9,27,10,d,9/27/2020,-0.13559322,1,2,0,0,0,0,92710
Florida,2020,9,27,12,d,9/27/2020,-0.042735043,-0.02970297,2,0,0,0,0,92712
Georgia,2020,9,27,13,d,9/27/2020,-0.162162162,0.153061224,2,0,0,0,0,92713
Hawaii,2020,9,27,15,d,9/27/2020,-0.254048583,-0.141843972,2,0,0,0,0,92715
Idaho,2020,9,27,16,d,9/27/2020,0.664122137,-0.413793103,2,0,0,0,0,92716
Illinois,2020,9,27,17,d,9/27/2020,0.154411765,0.040697674,2,0,0,0,0,92717
Indiana,2020,9,27,18,d,9/27/2020,-0.015503876,0,2,0,0,0,0,92718
Iowa,2020,9,27,19,d,9/27/2020,0.391089109,-0.0375,2,0,0,0,0,92719
Kansas,2020,9,27,20,d,9/27/2020,0.39375,-0.265384615,2,0,0,0,0,92720
Kentucky,2020,9,27,21,d,9/27/2020,0.11971831,-0.252336449,2,0,0,0,0,92721
Louisiana,2020,9,27,22,d,9/27/2020,-0.176056338,-0.302752294,2,0,0,0,0,92722
Maine,2020,9,27,23,d,9/27/2020,0.15625,-0.502347418,2,0,0,0,0,92723
Maryland,2020,9,27,24,d,9/27/2020,-0.19895288,0.431670282,2,0,0,0,0,92724
Massachusetts,2020,9,27,25,d,9/27/2020,0.371002132,0.107954545,2,0,0,0,0,92725
Michigan,2020,9,27,26,d,9/27/2020,0.086060606,-0.292517007,2,0,0,0,0,92726
Minnesota,2020,9,27,27,d,9/27/2020,0.802757158,-0.305732484,2,0,0,0,0,92727
Mississippi,2020,9,27,28,d,9/27/2020,0.174825175,-0.035055351,2,0,0,0,0,92728
Missouri,2020,9,27,29,d,9/27/2020,0.151111111,2.023529412,2,0,0,0,0,92729
Montana,2020,9,27,30,d,9/27/2020,1.362745098,-0.157480315,2,0,0,0,0,92730
Nebraska,2020,9,27,31,d,9/27/2020,0.294117647,-0.175298805,2,0,0,0,0,92731
Nevada,2020,9,27,32,d,9/27/2020,0.503340757,-0.115107914,2,0,0,0,0,92732
New Hampshire,2020,9,27,33,d,9/27/2020,-0.099236641,-0.666666667,2,0,0,0,0,92733
New Jersey,2020,9,27,34,d,9/27/2020,0.46746988,-0.072485207,2,0,0,0,0,92734
New Mexico,2020,9,27,35,d,9/27/2020,0.932735426,0.051470588,2,0,0,0,0,92735
New York,2020,9,27,36,d,9/27/2020,0.18258427,-0.182662539,2,0,0,0,0,92736
North Carolina,2020,9,27,37,d,9/27/2020,0.648648649,0.188073394,2,0,0,0,0,92737
North Dakota,2020,9,27,38,d,9/27/2020,0.421917808,2.548543689,2,0,0,0,0,92738
Ohio,2020,9,27,39,d,9/27/2020,-0.051373955,-0.193717277,2,0,0,0,0,92739
Oklahoma,2020,9,27,40,d,9/27/2020,0.314009662,0.154255319,2,0,0,0,0,92740
Oregon,2020,9,27,41,d,9/27/2020,0.561643836,-0.192962543,2,0,0,0,0,92741
Pennsylvania,2020,9,27,42,d,9/27/2020,0.234848485,0.67816092,2,0,0,0,0,92742
Rhode Island,2020,9,27,44,d,9/27/2020,-0.152295633,0.185185185,2,0,0,0,0,92744
South Carolina,2020,9,27,45,d,9/27/2020,0.182291667,-0.283095723,2,0,0,0,0,92745
South Dakota,2020,9,27,46,d,9/27/2020,0.858299595,0.449438202,2,0,0,0,0,92746
Tennessee,2020,9,27,47,d,9/27/2020,0.216049383,-0.276785714,2,0,0,0,0,92747
Texas,2020,9,27,48,d,9/27/2020,0.958677686,-0.064971751,2,0,0,0,0,92748
Utah,2020,9,27,49,d,9/27/2020,1.118055556,0.181632653,2,0,0,0,0,92749
Virginia,2020,9,27,51,d,9/27/2020,-0.18,2.12987013,2,0,0,0,0,92751
Washington,2020,9,27,53,d,9/27/2020,0.299810247,0.837037037,2,0,0,0,0,92753
West Virginia,2020,9,27,54,d,9/27/2020,0,0.201257862,2,0,0,0,0,92754
Wisconsin,2020,9,27,55,d,9/27/2020,0.823529412,-0.019417476,2,0,0,0,0,92755
Alabama,2020,10,4,1,d,10/4/2020,0.104972376,-0.35059761,3,0,0,0,0,1041
Alaska,2020,10,4,2,d,10/4/2020,0.657657658,1.005128205,3,0,0,0,0,1042
Arizona,2020,10,4,4,d,10/4/2020,-0.360185185,-0.474193548,3,0,0,0,0,1044
Arkansas,2020,10,4,5,d,10/4/2020,0.045977011,-0.41499472,3,0,0,0,0,1045
California,2020,10,4,6,d,10/4/2020,-0.071668533,-0.144104803,3,0,0,0,0,1046
Colorado,2020,10,4,8,d,10/4/2020,0.08603352,0,3,0,0,0,0,1048
Connecticut,2020,10,4,9,d,10/4/2020,0.424116424,0,3,0,0,0,0,1049
Delaware,2020,10,4,10,d,10/4/2020,0.371428571,1,3,0,0,0,0,10410
Florida,2020,10,4,12,d,10/4/2020,-0.190839695,-0.072052402,3,0,0,0,0,10412
Georgia,2020,10,4,13,d,10/4/2020,-0.254901961,-0.198300283,3,0,0,0,0,10413
Hawaii,2020,10,4,15,d,10/4/2020,-0.04638472,0.141509434,3,0,0,0,0,10415
Idaho,2020,10,4,16,d,10/4/2020,0.668674699,-0.185185185,3,0,0,0,0,10416
Illinois,2020,10,4,17,d,10/4/2020,0.068027211,0.378205128,3,0,0,0,0,10417
Indiana,2020,10,4,18,d,10/4/2020,0.363636364,0.381944444,3,0,0,0,0,10418
Iowa,2020,10,4,19,d,10/4/2020,0.065384615,0.573529412,3,0,0,0,0,10419
Kansas,2020,10,4,20,d,10/4/2020,0.121827411,0.016722408,3,0,0,0,0,10420
Kentucky,2020,10,4,21,d,10/4/2020,0.181818182,0.43220339,3,0,0,0,0,10421
Louisiana,2020,10,4,22,d,10/4/2020,-0.058823529,-0.146401985,3,0,0,0,0,10422
Maine,2020,10,4,23,d,10/4/2020,0.065217391,-0.332288401,3,0,0,0,0,10423
Maryland,2020,10,4,24,d,10/4/2020,-0.040709812,-0.439628483,3,0,0,0,0,10424
Massachusetts,2020,10,4,25,d,10/4/2020,0.584369449,0.062801932,3,0,0,0,0,10425
Michigan,2020,10,4,26,d,10/4/2020,0.355371901,0.374407583,3,0,0,0,0,10426
Minnesota,2020,10,4,27,d,10/4/2020,0.24137931,0.581196581,3,0,0,0,0,10427
Mississippi,2020,10,4,28,d,10/4/2020,0.035714286,-0.167896679,3,0,0,0,0,10428
Missouri,2020,10,4,29,d,10/4/2020,-0.078512397,0.224489796,3,0,0,0,0,10429
Montana,2020,10,4,30,d,10/4/2020,1.029069767,-0.334519573,3,0,0,0,0,10430
Nebraska,2020,10,4,31,d,10/4/2020,0.289719626,1.368866328,3,0,0,0,0,10431
Nevada,2020,10,4,32,d,10/4/2020,0.466666667,-0.513812155,3,0,0,0,0,10432
New Hampshire,2020,10,4,33,d,10/4/2020,0.882575758,1,3,0,0,0,0,10433
New Jersey,2020,10,4,34,d,10/4/2020,0.487077535,-0.165803109,3,0,0,0,0,10434
New Mexico,2020,10,4,35,d,10/4/2020,0.992818671,-0.152542373,3,0,0,0,0,10435
New York,2020,10,4,36,d,10/4/2020,0.616707617,0.594272076,3,0,0,0,0,10436
North Carolina,2020,10,4,37,d,10/4/2020,0.177966102,0.015444015,3,0,0,0,0,10437
North Dakota,2020,10,4,38,d,10/4/2020,0.188340807,0.791111111,3,0,0,0,0,10438
Ohio,2020,10,4,39,d,10/4/2020,0.172985782,-0.077868852,3,0,0,0,0,10439
Oklahoma,2020,10,4,40,d,10/4/2020,-0.063197026,0.121621622,3,0,0,0,0,10440
Oregon,2020,10,4,41,d,10/4/2020,0.33266129,0.26242236,3,0,0,0,0,10441
Pennsylvania,2020,10,4,42,d,10/4/2020,0.175213675,-0.206666667,3,0,0,0,0,10442
Rhode Island,2020,10,4,44,d,10/4/2020,0.255186722,-0.35371179,3,0,0,0,0,10444
South Carolina,2020,10,4,45,d,10/4/2020,-0.024691358,-0.061333333,3,0,0,0,0,10445
South Dakota,2020,10,4,46,d,10/4/2020,0.40060241,0.663230241,3,0,0,0,0,10446
Tennessee,2020,10,4,47,d,10/4/2020,-0.274261603,0.42662116,3,0,0,0,0,10447
Texas,2020,10,4,48,d,10/4/2020,-0.01875,-0.086956522,3,0,0,0,0,10448
Utah,2020,10,4,49,d,10/4/2020,0.190839695,3.157303371,3,0,0,0,0,10449
Virginia,2020,10,4,51,d,10/4/2020,-0.144642857,-0.607802875,3,0,0,0,0,10451
Washington,2020,10,4,53,d,10/4/2020,0.23885918,-0.176593521,3,0,0,0,0,10453
West Virginia,2020,10,4,54,d,10/4/2020,-0.055555556,-0.455840456,3,0,0,0,0,10454
Wisconsin,2020,10,4,55,d,10/4/2020,0.380645161,2.127463863,3,0,0,0,0,10455
Wyoming,2020,10,4,56,d,10/4/2020,0.653846154,-0.571676301,3,0,0,0,0,10456
Alabama,2020,10,11,1,d,10/11/2020,-0.158878505,0.634920635,4,0,0,0,0,10111
Alaska,2020,10,11,2,d,10/11/2020,0.9921875,-0.799487179,4,0,0,0,0,10112
Arizona,2020,10,11,4,d,10/11/2020,0.496835443,-0.629893238,4,0,0,0,0,10114
Arkansas,2020,10,11,5,d,10/11/2020,0.057471264,0.134775374,4,0,0,0,0,10115
California,2020,10,11,6,d,10/11/2020,-0.050351288,-0.267605634,4,0,0,0,0,10116
Colorado,2020,10,11,8,d,10/11/2020,0.266666667,1.274193548,4,0,0,0,0,10118
Connecticut,2020,10,11,9,d,10/11/2020,0.642352941,0.886426593,4,0,0,0,0,10119
Delaware,2020,10,11,10,d,10/11/2020,0.274509804,-0.25,4,0,0,0,0,101110
Florida,2020,10,11,12,d,10/11/2020,0.071428571,-0.059183673,4,0,0,0,0,101112
Georgia,2020,10,11,13,d,10/11/2020,0.008064516,-0.265486726,4,0,0,0,0,101113
Hawaii,2020,10,11,15,d,10/11/2020,-0.074626866,0.082644628,4,0,0,0,0,101115
Idaho,2020,10,11,16,d,10/11/2020,0.536697248,0.529411765,4,0,0,0,0,101116
Illinois,2020,10,11,17,d,10/11/2020,0.27388535,0.229050279,4,0,0,0,0,101117
Indiana,2020,10,11,18,d,10/11/2020,0.645669291,0.554140127,4,0,0,0,0,101118
Iowa,2020,10,11,19,d,10/11/2020,0.160142349,0.471861472,4,0,0,0,0,101119
Kansas,2020,10,11,20,d,10/11/2020,0.044843049,0.821989529,4,0,0,0,0,101120
Kentucky,2020,10,11,21,d,10/11/2020,0.264150943,0.05625,4,0,0,0,0,101121
Louisiana,2020,10,11,22,d,10/11/2020,0.282051282,-0.210526316,4,0,0,0,0,101122
Maine,2020,10,11,23,d,10/11/2020,-0.022522523,0,4,0,0,0,0,101123
Maryland,2020,10,11,24,d,10/11/2020,0.25620915,-0.265909091,4,0,0,0,0,101124
Massachusetts,2020,10,11,25,d,10/11/2020,0.275272162,0,4,0,0,0,0,101125
Michigan,2020,10,11,26,d,10/11/2020,0.305803571,0.317307692,4,0,0,0,0,101126
Minnesota,2020,10,11,27,d,10/11/2020,0.258823529,0.422018349,4,0,0,0,0,101127
Mississippi,2020,10,11,28,d,10/11/2020,0.267857143,-0.193116635,4,0,0,0,0,101128
Missouri,2020,10,11,29,d,10/11/2020,0.150579151,0.190661479,4,0,0,0,0,101129
Montana,2020,10,11,30,d,10/11/2020,1.215767635,0.434579439,4,0,0,0,0,101130
Nebraska,2020,10,11,31,d,10/11/2020,0.536363636,-0.251207729,4,0,0,0,0,101131
Nevada,2020,10,11,32,d,10/11/2020,0.303703704,-0.243902439,4,0,0,0,0,101132
New Hampshire,2020,10,11,33,d,10/11/2020,1.216101695,12.04761905,4,0,0,0,0,101133
New Jersey,2020,10,11,34,d,10/11/2020,0.433497537,-0.025518341,4,0,0,0,0,101134
New Mexico,2020,10,11,35,d,10/11/2020,0.983758701,-0.097902098,4,0,0,0,0,101135
New York,2020,10,11,36,d,10/11/2020,0.693586698,0.837121212,4,0,0,0,0,101136
North Carolina,2020,10,11,37,d,10/11/2020,0.038251366,-0.274131274,4,0,0,0,0,101137
North Dakota,2020,10,11,38,d,10/11/2020,0.342967245,0.69630643,4,0,0,0,0,101138
Ohio,2020,10,11,39,d,10/11/2020,0.511335013,-0.412987013,4,0,0,0,0,101139
Oklahoma,2020,10,11,40,d,10/11/2020,0.069852941,-0.235023041,4,0,0,0,0,101140
Oregon,2020,10,11,41,d,10/11/2020,0.233918129,0.286919831,4,0,0,0,0,101141
Pennsylvania,2020,10,11,42,d,10/11/2020,0.481595092,0.061643836,4,0,0,0,0,101142
Rhode Island,2020,10,11,44,d,10/11/2020,1.166446499,-0.3671875,4,0,0,0,0,101144
South Carolina,2020,10,11,45,d,10/11/2020,-0.286343612,-0.21875,4,0,0,0,0,101145
South Dakota,2020,10,11,46,d,10/11/2020,0.459694989,1.379844961,4,0,0,0,0,101146
Tennessee,2020,10,11,47,d,10/11/2020,0.395939086,0.212962963,4,0,0,0,0,101147
Texas,2020,10,11,48,d,10/11/2020,-0.371308017,-0.141993958,4,0,0,0,0,101148
Utah,2020,10,11,49,d,10/11/2020,0.203278689,2.074265976,4,0,0,0,0,101149
Virginia,2020,10,11,51,d,10/11/2020,0.219512195,-0.410788382,4,0,0,0,0,101151
Washington,2020,10,11,53,d,10/11/2020,0.094890511,-0.228225806,4,0,0,0,0,101153
West Virginia,2020,10,11,54,d,10/11/2020,0.165048544,0,4,0,0,0,0,101154
Wisconsin,2020,10,11,55,d,10/11/2020,0.220430108,1.158415842,4,0,0,0,0,101155
Wyoming,2020,10,11,56,d,10/11/2020,0.45212766,0,4,0,0,0,0,101156
Alabama,2020,10,18,1,d,10/18/2020,0.06,1.214723926,5,0,0,0,0,10181
Alaska,2020,10,18,2,d,10/18/2020,0.407608696,2.503836317,5,0,0,0,0,10182
Arizona,2020,10,18,4,d,10/18/2020,0.577424023,-0.18404908,5,0,0,0,0,10184
Arkansas,2020,10,18,5,d,10/18/2020,0.080586081,0.153429603,5,0,0,0,0,10185
California,2020,10,18,6,d,10/18/2020,-0.069963812,-0.265306122,5,0,0,0,0,10186
Colorado,2020,10,18,8,d,10/18/2020,0.800411523,1.23922114,5,0,0,0,0,10188
Connecticut,2020,10,18,9,d,10/18/2020,0.635036496,0,5,0,0,0,0,10189
Delaware,2020,10,18,10,d,10/18/2020,-0.020833333,-0.085227273,5,0,0,0,0,101810
Florida,2020,10,18,12,d,10/18/2020,0.29245283,-0.056470588,5,0,0,0,0,101812
Georgia,2020,10,18,13,d,10/18/2020,0.438596491,0.017667845,5,0,0,0,0,101813
Hawaii,2020,10,18,15,d,10/18/2020,-0.206008584,-0.247933884,5,0,0,0,0,101815
Idaho,2020,10,18,16,d,10/18/2020,0.42599278,0.090909091,5,0,0,0,0,101816
Illinois,2020,10,18,17,d,10/18/2020,0.859872611,0.288372093,5,0,0,0,0,101817
Indiana,2020,10,18,18,d,10/18/2020,0.624242424,0.577889447,5,0,0,0,0,101818
Iowa,2020,10,18,19,d,10/18/2020,0.209386282,-0.012461059,5,0,0,0,0,101819
Kansas,2020,10,18,20,d,10/18/2020,0.21719457,0.450657895,5,0,0,0,0,101820
Kentucky,2020,10,18,21,d,10/18/2020,0.263736264,0.455621302,5,0,0,0,0,101821
Louisiana,2020,10,18,22,d,10/18/2020,0.178571429,-0.151162791,5,0,0,0,0,101822
Maine,2020,10,18,23,d,10/18/2020,-0.06122449,0.497652582,5,0,0,0,0,101823
Maryland,2020,10,18,24,d,10/18/2020,0.109902067,0.653775322,5,0,0,0,0,101824
Massachusetts,2020,10,18,25,d,10/18/2020,0.105381166,0.254545455,5,0,0,0,0,101825
Michigan,2020,10,18,26,d,10/18/2020,0.432926829,0.25862069,5,0,0,0,0,101826
Minnesota,2020,10,18,27,d,10/18/2020,0.483333333,0.275675676,5,0,0,0,0,101827
Mississippi,2020,10,18,28,d,10/18/2020,0.465517241,-0.254988914,5,0,0,0,0,101828
Missouri,2020,10,18,29,d,10/18/2020,0.426008969,0.6,5,0,0,0,0,101829
Montana,2020,10,18,30,d,10/18/2020,0.564469914,1.213903743,5,0,0,0,0,101830
Nebraska,2020,10,18,31,d,10/18/2020,0.52173913,0.685714286,5,0,0,0,0,101831
Nevada,2020,10,18,32,d,10/18/2020,0.337662338,0.267045455,5,0,0,0,0,101832
New Hampshire,2020,10,18,33,d,10/18/2020,0.16498994,1.761904762,5,0,0,0,0,101833
New Jersey,2020,10,18,34,d,10/18/2020,0.377005348,0.231884058,5,0,0,0,0,101834
New Mexico,2020,10,18,35,d,10/18/2020,1.333333333,0.046666667,5,0,0,0,0,101835
New York,2020,10,18,36,d,10/18/2020,0.117021277,0.02245509,5,0,0,0,0,101836
North Carolina,2020,10,18,37,d,10/18/2020,0.424460432,-0.117870722,5,0,0,0,0,101837
North Dakota,2020,10,18,38,d,10/18/2020,0.667924528,0.538461538,5,0,0,0,0,101838
Ohio,2020,10,18,39,d,10/18/2020,0.606060606,-0.630666667,5,0,0,0,0,101839
Oklahoma,2020,10,18,40,d,10/18/2020,0.134920635,0.590361446,5,0,0,0,0,101840
Oregon,2020,10,18,41,d,10/18/2020,0.163388805,-0.083640836,5,0,0,0,0,101841
Pennsylvania,2020,10,18,42,d,10/18/2020,0.345454545,0.210084034,5,0,0,0,0,101842
Rhode Island,2020,10,18,44,d,10/18/2020,0.553719008,1.006756757,5,0,0,0,0,101844
South Carolina,2020,10,18,45,d,10/18/2020,0.158227848,-0.227272727,5,0,0,0,0,101845
South Dakota,2020,10,18,46,d,10/18/2020,0.634408602,0.233471074,5,0,0,0,0,101846
Tennessee,2020,10,18,47,d,10/18/2020,0.668604651,-0.270334928,5,0,0,0,0,101847
Texas,2020,10,18,48,d,10/18/2020,0.146496815,-0.228571429,5,0,0,0,0,101848
Utah,2020,10,18,49,d,10/18/2020,0.221153846,0.045045045,5,0,0,0,0,101849
Virginia,2020,10,18,51,d,10/18/2020,0.294363257,-0.340314136,5,0,0,0,0,101851
Washington,2020,10,18,53,d,10/18/2020,0.316546763,0.19035533,5,0,0,0,0,101853
West Virginia,2020,10,18,54,d,10/18/2020,0.529411765,-0.287958115,5,0,0,0,0,101854
Wisconsin,2020,10,18,55,d,10/18/2020,-0.011682243,0.142857143,5,0,0,0,0,101855
Wyoming,2020,10,18,56,d,10/18/2020,0.623255814,0,5,0,0,0,0,101856
Alabama,2020,10,25,1,d,10/25/2020,0.9,-0.265372168,6,0,0,0,0,10251
Alaska,2020,10,25,2,d,10/25/2020,0.556862745,-0.501278772,6,0,0,0,0,10252
Arizona,2020,10,25,4,d,10/25/2020,0.458773784,-0.113461538,6,0,0,0,0,10254
Arkansas,2020,10,25,5,d,10/25/2020,0.210144928,-0.250733138,6,0,0,0,0,10255
